cve_id,vendor,product,cvss_score,epss,is_kev,criticality_0_5,exposure_0_5,pred_risk,p_exploit,priority,priority_decomp,impact_I,published,severity,cvss_vector,_source,top_reasons
CVE-2020-10919,automationdirect,c more_hmi_ea9_firmware,5.9,,0,,,0.3368230309937832,0.038594226276750555,,,,2020-07-23 16:15:12.193000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,CPPS,"AV:N,PR:N,UI:N"
CVE-2020-10920,automationdirect,c more_hmi_ea9_firmware,9.8,,0,,,0.5233467904040657,0.06973349318221472,,,,2020-07-23 16:15:12.257000+00:00,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N,CVSS≥9"
CVE-2020-10921,automationdirect,c more_hmi_ea9_firmware,9.8,,0,,,0.5236638869839126,0.044289419191951056,,,,2020-07-23 16:15:12.350000+00:00,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N,CVSS≥9"
CVE-2020-10922,automationdirect,c more_hmi_ea9_firmware,7.5,,0,,,0.4399119032128332,0.07554996427635512,,,,2020-07-23 16:15:12.427000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N"
CVE-2020-11084,ipear_project,ipear,5.4,,0,,,0.36123369071843675,0.05455130280746306,,,,2020-07-14 22:15:10.623000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,CPPS,"AV:N,AC:L,UI:N"
CVE-2020-11420,abb,cs141_firmware,6.5,,0,,,0.542152864392582,0.05318456459724597,,,,2020-04-27 14:15:11.267000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CPPS,"AV:N,AC:L,UI:N"
CVE-2020-11483,intel,bmc_firmware,9.8,,0,,,0.5250962012249925,0.060107231922295036,,,,2020-10-29 04:15:10.593000+00:00,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N,CVSS≥9"
CVE-2020-11484,intel,bmc_firmware,4.9,,0,,,0.36026144109449254,0.03399474271070106,,,,2020-10-29 04:15:11.013000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,CPPS,"AV:N,AC:L,UI:N"
CVE-2020-11485,intel,bmc_firmware,8.8,,0,,,0.4825910396441477,0.05292951083299876,,,,2020-10-29 04:15:11.297000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CPPS,"AV:N,AC:L,PR:N"
CVE-2020-11486,intel,bmc_firmware,9.8,,0,,,0.5238657114153308,0.08946783091632682,,,,2020-10-29 04:15:11.390000+00:00,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N,CVSS≥9"
CVE-2020-11487,intel,bmc_firmware,7.5,,0,,,0.4436591647845637,0.04857500207586887,,,,2020-10-29 04:15:11.467000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CPPS,"AV:N,AC:L,PR:N,UI:N"
CVE-2020-11488,intel,bmc_firmware,6.7,,0,,,0.3578388194097963,0.03190784442628259,,,,2020-10-29 04:15:11.623000+00:00,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,CPPS,"AC:L,UI:N"
CVE-2020-11489,intel,bmc_firmware,7.5,,0,,,0.4436591647845637,0.044742993996704235,,,,2020-10-29 04:15:11.703000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CPPS,"AV:N,AC:L,PR:N,UI:N"
CVE-2020-11543,opsramp,gateway,9.8,,0,,,0.5248760549867463,0.04634457930886065,,,,2020-04-08 00:15:11.207000+00:00,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N,CVSS≥9"
CVE-2020-11580,pulsesecure,pulse_connect_secure,9.1,,0,,,0.4968896334346065,0.082510404285002,,,,2020-04-06 21:15:13.513000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,CPPS,"AV:N,AC:L,PR:N,UI:N,CVSS≥9"
CVE-2020-11581,pulsesecure,pulse_connect_secure,8.1,,0,,,0.408483360930469,0.08596619587151326,,,,2020-04-06 21:15:13.560000+00:00,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"AV:N,PR:N,UI:N"
CVE-2020-11582,pulsesecure,pulse_connect_secure,8.8,,0,,,0.418309277466379,0.047344487129213034,,,,2020-04-06 21:15:13.607000+00:00,LOW,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"AC:L,PR:N,UI:N"
CVE-2020-11615,intel,bmc_firmware,7.5,,0,,,0.4432763306253722,0.0447796168301616,,,,2020-10-29 04:15:11.810000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CPPS,"AV:N,AC:L,PR:N,UI:N"
CVE-2020-11616,intel,bmc_firmware,7.5,,0,,,0.4540174083194961,0.04111872864229316,,,,2020-10-29 04:15:11.890000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CPPS,"AV:N,AC:L,PR:N,UI:N"
CVE-2020-11640,unknown,unknown,8.8,,0,,,0.5011425188182311,0.04192475878384566,,,,2024-07-23 18:15:05.083000+00:00,unknown,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CPPS,"AV:N,AC:L,UI:N"
CVE-2020-11710,konghq,docker kong,9.8,,0,,,0.5228075491400592,0.05181484579028265,,,,2020-04-12 17:15:10.737000+00:00,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N,CVSS≥9"
CVE-2020-11852,microfocus,secure_messaging_gateway,8.8,,0,,,0.4917906934284049,0.0452808713034826,,,,2020-08-07 16:15:11.700000+00:00,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CPPS,"AV:N,AC:L,UI:N"
CVE-2020-12000,inductiveautomation,ignition_gateway,7.5,,0,,,0.4390142639470609,0.03191674903551437,,,,2020-06-09 18:15:10.933000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CPPS,"AV:N,AC:L,PR:N,UI:N"
CVE-2020-12004,inductiveautomation,ignition_gateway,7.5,,0,,,0.4392738724651445,0.03312248235259791,,,,2020-06-09 18:15:11.137000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CPPS,"AV:N,AC:L,PR:N,UI:N"
CVE-2020-12007,mitsubishielectric,mc_works,9.8,,0,,,0.5312789127131555,0.15923336049229397,,,,2020-07-16 22:15:11.337000+00:00,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N,CVSS≥9"
CVE-2020-12009,mitsubishielectric,mc_works,7.5,,0,,,0.4461490490637078,0.05088260439413791,,,,2020-07-16 20:15:11.057000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N"
CVE-2020-12011,mitsubishielectric,mc_works,9.8,0.92862,0,,,0.6108663130875712,0.8383138345424079,,,,2020-07-16 19:15:11.830000+00:00,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"HighEPSS,AV:N,AC:L,PR:N,UI:N"
CVE-2020-12013,mitsubishielectric,mc_works32,9.1,,0,,,0.4962412459124014,0.07737317916286632,,,,2020-07-16 22:15:11.417000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,CPPS,"AV:N,AC:L,PR:N,UI:N,CVSS≥9"
CVE-2020-12015,mitsubishielectric,mc_works,7.5,,0,,,0.44364121626839087,0.05022028700589394,,,,2020-07-16 22:15:11.493000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N"
CVE-2020-12017,ge,rt430_firmware,9.8,0.70036,0,,,0.8232936295247345,0.035792124414524576,,,,2020-06-02 19:15:11.403000+00:00,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N,CVSS≥9"
CVE-2020-12025,rockwellautomation,studio_5000_logix_designer,3.3,0.39773,0,,,0.253966764100408,0.026713142544667456,,,,2020-07-14 13:15:11.343000+00:00,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,CPPS,"AC:L,PR:N"
CVE-2020-12027,rockwellautomation,factorytalk_view,4.3,,0,,,0.3262697171566661,0.04518042208120109,,,,2020-07-20 16:15:12.087000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,CPPS,"AV:N,AC:L,UI:N"
CVE-2020-12028,rockwellautomation,factorytalk_view,8.1,,0,,,0.4504627974484333,0.0510118822773666,,,,2020-07-20 16:15:12.163000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,CPPS,"AV:N,AC:L,UI:N"
CVE-2020-12029,rockwellautomation,factorytalk_view,7.8,,0,,,0.392455549061285,0.06543519435602442,,,,2020-07-20 15:15:11.477000+00:00,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CPPS,"AC:L,PR:N"
CVE-2020-12030,emerson,wireless_1410_gateway_firmware,10.0,,0,,,0.5239555234705442,0.07612510163612723,,,,2021-09-29 20:15:07.870000+00:00,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,CPPS,"AV:N,AC:L,PR:N,UI:N,CVSS≥9"
CVE-2020-12031,rockwellautomation,factorytalk_view,7.8,,0,,,0.3918746456468877,0.039284597610182596,,,,2020-07-20 16:15:12.257000+00:00,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CPPS,"AC:L,UI:N"
CVE-2020-12033,rockwellautomation,factorytalk_services_platform,8.8,0.81123,0,,,0.5453495657680312,0.6900897935316468,,,,2020-06-23 22:15:14.057000+00:00,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CPPS,"HighEPSS,AC:L,PR:N,UI:N"
