cve_id,vendor,product,asset_type,function,cvss_score,cvss_vector,epss_percentile,in_cisa_kev,icsa_present,criticality_0_5,exposure_0_5,location,L,impact_I,E,Risk_base,version_match,Risk,priority,explain,published
CVE-2025-7705,,,Other ICS Device,Industrial device,6.8,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.0686,,0,3,3,Nashville,0.49800999999999995,0.6,0.4,0.33466271999999997,unknown,0.301196448,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-22 12:15:26.033
CVE-2025-54121,,,Other ICS Device,Industrial device,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,0.21301,,0,3,3,Nashville,0.49605350000000004,0.6,0.4,0.33334795200000006,unknown,0.30001315680000007,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-21 20:15:41.827
CVE-2025-43720,,,Other ICS Device,Industrial device,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,0.11715,,0,3,3,Nashville,0.5285025000000001,0.6,0.4,0.3551536800000001,unknown,0.3196383120000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-21 17:15:37.050
CVE-2025-33014,ibm,sterling_b2b_integrator,Other ICS Device,Industrial device,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,0.16316,,0,3,3,Nashville,0.522606,0.6,0.4,0.351191232,unknown,0.31607210880000003,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-18 19:15:22.830
CVE-2023-47356,,,Other ICS Device,Industrial device,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,,0,3,3,Nashville,0.7015000000000001,0.6,0.4,0.4714080000000001,unknown,0.4242672000000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-17 16:15:34.597
CVE-2025-7729,,,Other ICS Device,Industrial device,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,0.09718,,0,3,3,Nashville,0.3565130000000001,0.6,0.4,0.23957673600000007,unknown,0.21561906240000006,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-17 02:15:27.883
CVE-2025-7728,,,Other ICS Device,Industrial device,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,0.09718,,0,3,3,Nashville,0.3565130000000001,0.6,0.4,0.23957673600000007,unknown,0.21561906240000006,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-17 02:15:27.700
CVE-2025-52947,,,Other ICS Device,Industrial device,6.5,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.0431,,0,3,3,Nashville,0.47258500000000003,0.6,0.4,0.31757712000000005,unknown,0.28581940800000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-11 15:15:25.000
CVE-2025-5241,,,Other ICS Device,Industrial device,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,0.3049,,0,3,3,Nashville,0.5282150000000001,0.6,0.4,0.3549604800000001,unknown,0.3194644320000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-11 01:15:29.487
CVE-2025-53471,,,Other ICS Device,Industrial device,5.1,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,0.05441,,0,3,3,Nashville,0.39954350000000005,0.6,0.4,0.268493232,unknown,0.24164390880000003,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-11 00:15:26.933
CVE-2025-52579,,,Other ICS Device,Industrial device,9.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,0.05263,,0,3,3,Nashville,0.6654205000000001,0.6,0.4,0.4471625760000001,unknown,0.4024463184000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-11 00:15:26.597
CVE-2025-50109,,,Other ICS Device,Industrial device,7.7,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,0.00385,,0,3,3,Nashville,0.5248475,0.6,0.4,0.35269752000000004,unknown,0.31742776800000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-11 00:15:26.090
CVE-2025-48496,,,Other ICS Device,Industrial device,5.1,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,0.02931,,0,3,3,Nashville,0.3907585,0.6,0.4,0.26258971200000003,unknown,0.23633074080000002,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-11 00:15:25.743
CVE-2025-46358,,,Other ICS Device,Industrial device,7.7,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,0.06851,,0,3,3,Nashville,0.5474785000000001,0.6,0.4,0.3679055520000001,unknown,0.33111499680000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-11 00:15:25.407
CVE-2025-3947,,,Other ICS Device,Industrial device,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H,0.1892,,0,3,3,Nashville,0.64722,0.6,0.4,0.43493184,unknown,0.391438656,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-10 21:15:28.547
CVE-2025-3946,,,Other ICS Device,Industrial device,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H,0.44758,,0,3,3,Nashville,0.737653,0.6,0.4,0.49570281600000005,unknown,0.44613253440000006,Medium,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-10 21:15:28.390
CVE-2025-2523,,,Other ICS Device,Industrial device,9.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:H,0.43618,,0,3,3,Nashville,0.7996630000000001,0.6,0.4,0.5373735360000002,unknown,0.48363618240000017,Medium,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-10 21:15:27.520
CVE-2025-2522,,,Other ICS Device,Industrial device,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,0.12229,,0,3,3,Nashville,0.5303015000000001,0.6,0.4,0.3563626080000001,unknown,0.3207263472000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-10 21:15:27.363
CVE-2025-2521,,,Other ICS Device,Industrial device,8.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:H,0.43618,,0,3,3,Nashville,0.7556630000000001,0.6,0.4,0.5078055360000001,unknown,0.4570249824000001,Medium,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-10 21:15:27.200
CVE-2025-53634,,,Other ICS Device,Industrial device,,,0.3666,,0,3,3,Nashville,0.50331,0.6,0.4,0.33822432,unknown,0.304401888,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-10 20:15:27.987
CVE-2025-2520,,,Other ICS Device,Industrial device,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.1892,,0,3,3,Nashville,0.60872,0.6,0.4,0.40905984000000006,unknown,0.36815385600000006,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-10 20:15:24.127
CVE-2025-5023,,,Other ICS Device,Industrial device,7.1,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:H,0.06624,,0,3,3,Nashville,0.513684,0.6,0.4,0.345195648,unknown,0.3106760832,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-10 09:15:30.623
CVE-2025-5022,,,Other ICS Device,Industrial device,6.5,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.10561,,0,3,3,Nashville,0.49446350000000006,0.6,0.4,0.3322794720000001,unknown,0.2990515248000001,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-10 09:15:30.420
CVE-2025-38322,,,Other ICS Device,Industrial device,,,0.11321,,0,3,3,Nashville,0.41462350000000003,0.6,0.4,0.278626992,unknown,0.2507642928,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-10 09:15:26.240
CVE-2025-38295,,,Other ICS Device,Industrial device,,,0.05993,,0,3,3,Nashville,0.39597550000000004,0.6,0.4,0.266095536,unknown,0.23948598240000002,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-10 08:15:28.160
CVE-2025-6377,rockwellautomation,arena,Other ICS Device,Industrial device,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.01809,,0,3,3,Nashville,0.5353315000000001,0.6,0.4,0.35974276800000005,unknown,0.32376849120000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-09 21:15:28.620
CVE-2025-6376,rockwellautomation,arena,Other ICS Device,Industrial device,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.01809,,0,3,3,Nashville,0.5353315000000001,0.6,0.4,0.35974276800000005,unknown,0.32376849120000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-09 21:15:28.423
CVE-2025-3630,ibm,sterling_b2b_integrator,Other ICS Device,Industrial device,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,0.14341,,0,3,3,Nashville,0.47719350000000005,0.6,0.4,0.32067403200000005,unknown,0.28860662880000004,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-08 15:15:27.560
CVE-2025-2827,ibm,sterling_file_gateway,Other ICS Device,Industrial device,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,0.15358,,0,3,3,Nashville,0.420253,0.6,0.4,0.282410016,unknown,0.2541690144,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-08 15:15:27.190
CVE-2025-2793,ibm,sterling_b2b_integrator,Other ICS Device,Industrial device,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,0.14341,,0,3,3,Nashville,0.47719350000000005,0.6,0.4,0.32067403200000005,unknown,0.28860662880000004,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-08 15:15:27.023
CVE-2025-40721,,,Other ICS Device,Industrial device,,,0.22297,,0,3,3,Nashville,0.45303950000000004,0.6,0.4,0.30444254400000004,unknown,0.27399828960000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 12:15:23.397
CVE-2025-40720,,,Other ICS Device,Industrial device,,,0.22297,,0,3,3,Nashville,0.45303950000000004,0.6,0.4,0.30444254400000004,unknown,0.27399828960000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 12:15:23.243
CVE-2025-40719,,,Other ICS Device,Industrial device,,,0.22297,,0,3,3,Nashville,0.45303950000000004,0.6,0.4,0.30444254400000004,unknown,0.27399828960000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 12:15:23.090
CVE-2025-40718,,,Other ICS Device,Industrial device,,,0.20047,,0,3,3,Nashville,0.4451645000000001,0.6,0.4,0.2991505440000001,unknown,0.2692354896000001,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 12:15:22.947
CVE-2025-40717,,,Other ICS Device,Industrial device,,,0.13731,,0,3,3,Nashville,0.4230585,0.6,0.4,0.284295312,unknown,0.25586578080000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 12:15:22.803
CVE-2025-40716,,,Other ICS Device,Industrial device,,,0.13731,,0,3,3,Nashville,0.4230585,0.6,0.4,0.284295312,unknown,0.25586578080000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 12:15:22.660
CVE-2025-40715,,,Other ICS Device,Industrial device,,,0.13731,,0,3,3,Nashville,0.4230585,0.6,0.4,0.284295312,unknown,0.25586578080000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 12:15:22.513
CVE-2025-40714,,,Other ICS Device,Industrial device,,,0.13731,,0,3,3,Nashville,0.4230585,0.6,0.4,0.284295312,unknown,0.25586578080000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 12:15:22.367
CVE-2025-40713,,,Other ICS Device,Industrial device,,,0.13731,,0,3,3,Nashville,0.4230585,0.6,0.4,0.284295312,unknown,0.25586578080000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 12:15:22.230
CVE-2025-40712,,,Other ICS Device,Industrial device,,,0.13731,,0,3,3,Nashville,0.4230585,0.6,0.4,0.284295312,unknown,0.25586578080000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 12:15:22.080
CVE-2025-40711,,,Other ICS Device,Industrial device,,,0.13731,,0,3,3,Nashville,0.4230585,0.6,0.4,0.284295312,unknown,0.25586578080000005,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 12:15:21.347
CVE-2025-41224,,,Other ICS Device,Industrial device,8.8,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.11514,,0,3,3,Nashville,0.624299,0.6,0.4,0.4195289280000001,unknown,0.3775760352000001,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 11:15:31.527
CVE-2025-41223,,,Other ICS Device,Industrial device,4.8,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,0.03105,,0,3,3,Nashville,0.3748675,0.6,0.4,0.25191096,unknown,0.22671986400000002,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 11:15:31.327
CVE-2025-41222,,,Other ICS Device,Industrial device,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,0.18368,,0,3,3,Nashville,0.4857880000000001,0.6,0.4,0.3264495360000001,unknown,0.29380458240000007,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-08 11:15:31.117
CVE-2025-40742,,,Other ICS Device,Industrial device,5.3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,0.1548,,0,3,3,Nashville,0.4456800000000001,0.6,0.4,0.2994969600000001,unknown,0.26954726400000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 11:15:30.923
CVE-2024-31854,siemens,sicam_toolbox_ii,HMI/ES,Ops interface,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,,,0,4,2,Nashville,0.633,0.6799999999999999,0.4,0.48209280000000004,unknown,0.43388352,Medium,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 11:15:24.180
CVE-2024-31853,siemens,sicam_toolbox_ii,HMI/ES,Ops interface,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,,,0,4,2,Nashville,0.633,0.6799999999999999,0.4,0.48209280000000004,unknown,0.43388352,Medium,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 11:15:23.997
CVE-2023-52236,,,Other ICS Device,Industrial device,7.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:L,,,0,3,3,Nashville,0.5725,0.6,0.4,0.38472,unknown,0.346248,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-08 11:15:23.750
CVE-2025-41665,,,Other ICS Device,Industrial device,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,0.30092,,0,3,3,Nashville,0.5928220000000001,0.6,0.4,0.3983763840000001,unknown,0.3585387456000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-08 07:15:25.457
CVE-2025-53569,,,Other ICS Device,Industrial device,4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,0.03887,,0,3,3,Nashville,0.38010450000000007,0.6,0.4,0.25543022400000004,unknown,0.22988720160000004,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-04 09:15:36.560
CVE-2025-52554,,,Other ICS Device,Industrial device,,,0.1567,,0,3,3,Nashville,0.42984500000000003,0.6,0.4,0.28885584000000003,unknown,0.259970256,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-03 20:15:23.423
CVE-2025-6074,,,Other ICS Device,Industrial device,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,0.1519,,0,3,3,Nashville,0.5406650000000001,0.6,0.4,0.3633268800000001,unknown,0.3269941920000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-03 17:15:40.920
CVE-2025-6073,,,Other ICS Device,Industrial device,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.1994,,0,3,3,Nashville,0.61229,0.6,0.4,0.41145888,unknown,0.370312992,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-03 17:15:40.750
CVE-2025-6072,,,Other ICS Device,Industrial device,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.19006,,0,3,3,Nashville,0.609021,0.6,0.4,0.40926211200000007,unknown,0.36833590080000006,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-03 17:15:40.567
CVE-2025-6071,,,Other ICS Device,Industrial device,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,0.12577,,0,3,3,Nashville,0.4655195000000001,0.6,0.4,0.3128291040000001,unknown,0.2815461936000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-07-03 17:15:40.373
CVE-2025-38168,,,Other ICS Device,Industrial device,,,0.05534,,0,3,3,Nashville,0.39436899999999997,0.6,0.4,0.265015968,unknown,0.2385143712,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-03 09:15:32.377
CVE-2025-34081,,,Other ICS Device,Industrial device,,,0.26157,,0,3,3,Nashville,0.46654950000000006,0.6,0.4,0.3135212640000001,unknown,0.28216913760000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-01 18:15:24.627
CVE-2025-34080,,,Other ICS Device,Industrial device,,,0.15204,,0,3,3,Nashville,0.428214,0.6,0.4,0.287759808,unknown,0.2589838272,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-01 18:15:24.487
CVE-2025-34059,,,Other ICS Device,Industrial device,,,0.3329,,0,3,3,Nashville,0.49151500000000004,0.6,0.4,0.33029808000000005,unknown,0.29726827200000006,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-07-01 15:15:24.477
CVE-2025-4407,,,Other ICS Device,Industrial device,6.7,CVSS:3.1/AV:A/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:N,0.04839,,0,3,3,Nashville,0.48543650000000005,0.6,0.4,0.3262133280000001,unknown,0.29359199520000007,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-06-30 12:15:22.517
CVE-2025-38089,,,Other ICS Device,Industrial device,,,0.46308,,0,3,3,Nashville,0.537078,0.6,0.4,0.3609164160000001,unknown,0.32482477440000007,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-06-30 08:15:23.590
CVE-2025-53295,,,Other ICS Device,Industrial device,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,0.12487,,0,3,3,Nashville,0.4652045,0.6,0.4,0.31261742400000003,unknown,0.2813556816,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-06-27 14:15:51.317
CVE-2025-3699,,,Other ICS Device,Industrial device,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.45585,,0,3,3,Nashville,0.8285475000000001,0.6,0.4,0.5567839200000001,unknown,0.5011055280000001,High,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-06-26 23:15:22.177
CVE-2025-6543,citrix,netscaler_application_delivery_controller,Other ICS Device,Industrial device,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.78538,True,0,3,3,Nashville,0.9438830000000001,0.6,0.4,0.6342893760000001,unknown,0.5708604384000001,High,"KEV,AV:N+AC:L,HighImpactWithEnv,HighEPSS,VersionUnknown",2025-06-25 13:15:27.293
CVE-2025-41647,,,Other ICS Device,Industrial device,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,0.00486,,0,3,3,Nashville,0.40420100000000003,0.6,0.4,0.271623072,unknown,0.24446076480000004,Low,"KEV,HighImpactWithEnv,VersionUnknown",2025-06-25 10:15:22.747
CVE-2025-39205,,,Other ICS Device,Industrial device,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,0.04286,,0,3,3,Nashville,0.5025010000000001,0.6,0.4,0.33768067200000007,unknown,0.3039126048000001,Low,"KEV,AV:N+AC:L,HighImpactWithEnv,VersionUnknown",2025-06-24 13:15:22.470
